Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold
432,4120.jpg,46,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
433,4121.jpg,10,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
434,4122.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
435,4123.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
436,4170.jpg,34,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01
437,4173.jpg,11,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01
438,4174.jpg,36,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01
439,4175.jpg,21,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01
440,4283.jpg,65,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
441,4284.jpg,91,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
442,4285.jpg,115,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
443,4286.jpg,333,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
444,4287.jpg,27,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
445,4288.jpg,118,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
446,4289.jpg,43,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
447,4290.jpg,25,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
448,4291.jpg,323,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
449,4292.jpg,11,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
450,4294.jpg,221,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
451,4295.jpg,110,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
452,4296.jpg,32,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
453,4297.jpg,108,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
454,4298.jpg,44,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
455,4300.jpg,83,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
456,4301.jpg,44,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
457,4302.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
458,4303.jpg,191,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
459,4304.jpg,15,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
460,4305.jpg,77,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
461,4405.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
462,4406.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
463,4407.jpg,69,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
464,4408.jpg,14,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
465,4409.jpg,9,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
466,4412.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
467,4413.jpg,11,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
468,4414.jpg,11,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
469,4415.jpg,16,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
470,4416.jpg,13,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
471,4417.jpg,63,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
472,4418.jpg,30,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
473,4419.jpg,15,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
474,4421.jpg,8,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
475,4422.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
476,4423.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
477,4492.jpg,12,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
478,4493.jpg,18,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
479,4494.jpg,26,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
480,4495.jpg,10,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
481,4496.jpg,13,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
482,4497.jpg,14,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
483,4498.jpg,12,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
484,4499.jpg,10,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
485,4500.jpg,8,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
486,4501.jpg,18,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
487,4502.jpg,21,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05
488,4874.jpg,68,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
489,4875.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
490,4876.jpg,42,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
491,4877.jpg,44,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
492,4878.jpg,126,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
493,4879.jpg,76,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
494,4880.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
495,4881.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
496,4882.jpg,28,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
497,4883.jpg,15,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
498,4884.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
499,4885.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
500,4886.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
501,4887.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
502,4888.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
503,4889.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
504,4890.jpg,64,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
505,4891.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
506,4892.jpg,50,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
507,4893.jpg,28,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
508,4894.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
509,4895.jpg,8,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
510,4896.jpg,83,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
511,4897.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
512,4898.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
513,4900.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
514,4901.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
515,4903.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
516,4904.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
517,4905.jpg,250,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
518,4906.jpg,78,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
519,4908.jpg,24,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
520,4909.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
521,4910.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
522,4911.jpg,30,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
523,4912.jpg,39,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
524,4913.jpg,10,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
525,4915.jpg,87,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
526,4916.jpg,91,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
527,4917.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
528,4918.jpg,95,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
529,4919.jpg,31,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
530,4920.jpg,20,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
531,4921.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
532,4922.jpg,8,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
533,4923.jpg,31,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
534,4924.jpg,67,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
535,4925.jpg,142,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
536,4926.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
537,4927.jpg,63,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
538,4928.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
539,4929.jpg,36,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
540,4930.jpg,74,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
541,4931.jpg,58,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
542,4932.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
543,4933.jpg,54,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
544,4934.jpg,19,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
545,4935.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
546,4937.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits with tiny seeds on the surface']",0.03
547,4938.jpg,58,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
548,4939.jpg,20,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
549,4940.jpg,31,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
550,4941.jpg,175,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
551,4942.jpg,56,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
552,4943.jpg,65,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
553,4944.jpg,49,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
554,4945.jpg,41,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
555,4946.jpg,71,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
556,4947.jpg,205,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
557,4948.jpg,18,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
558,4949.jpg,95,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
559,4950.jpg,33,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
560,4951.jpg,166,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
561,4952.jpg,247,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
562,4953.jpg,51,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
563,4954.jpg,29,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
564,4955.jpg,145,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
565,4956.jpg,102,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
566,4957.jpg,93,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
567,4958.jpg,118,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
568,4959.jpg,31,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
569,4960.jpg,29,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
570,4961.jpg,363,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
571,4962.jpg,30,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
572,4963.jpg,218,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
573,4964.jpg,51,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
574,4965.jpg,15,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
575,4966.jpg,46,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
576,4967.jpg,19,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
577,4969.jpg,109,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
578,4970.jpg,44,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03
579,5.jpg,113,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03
580,5141.jpg,30,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
581,5142.jpg,193,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
582,5143.jpg,63,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
583,5144.jpg,87,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
584,5145.jpg,15,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
585,5147.jpg,46,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
586,5148.jpg,36,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
587,5149.jpg,111,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03
588,5356.jpg,16,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
589,5357.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
590,5358.jpg,25,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
591,5359.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
592,5360.jpg,65,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
593,5361.jpg,27,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
594,5362.jpg,18,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
595,5363.jpg,35,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
596,5364.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
597,5365.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
598,5366.jpg,57,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
599,5367.jpg,150,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
600,5368.jpg,153,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
601,5369.jpg,26,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
602,5371.jpg,44,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
603,5372.jpg,31,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
604,5373.jpg,40,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
605,5374.jpg,16,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
606,5375.jpg,18,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
607,5376.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
608,5377.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
609,5378.jpg,11,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
610,5379.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
611,5380.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
612,5381.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
613,5382.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
614,5383.jpg,10,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
615,5385.jpg,9,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
616,5386.jpg,14,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
617,5387.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
618,5388.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
619,5390.jpg,14,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
620,5391.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
621,5458.jpg,25,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
622,5459.jpg,72,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
623,5460.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
624,5461.jpg,18,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
625,5463.jpg,11,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
626,5464.jpg,54,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
627,5503.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
628,5504.jpg,122,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
629,5505.jpg,89,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
630,5506.jpg,88,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
631,5507.jpg,262,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
632,5508.jpg,84,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
633,5509.jpg,155,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
634,5510.jpg,121,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
635,5511.jpg,18,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
636,5512.jpg,72,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
637,5513.jpg,89,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
638,5514.jpg,112,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01
639,5562.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
640,5563.jpg,189,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
641,5564.jpg,16,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
642,5565.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
643,5566.jpg,33,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
644,5567.jpg,51,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
645,5568.jpg,30,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.01
646,5571.jpg,20,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
647,5572.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
648,5573.jpg,26,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
649,5574.jpg,90,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
650,5575.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
651,5576.jpg,67,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
652,5577.jpg,51,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
653,5578.jpg,32,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
654,5579.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
655,5580.jpg,42,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
656,5581.jpg,8,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
657,5582.jpg,47,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
658,5583.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01
