,filename,n_objects,class,split,prompt_notation,description
463,5369.jpg,26,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
464,5371.jpg,44,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
465,5372.jpg,31,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
466,5373.jpg,40,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
467,5374.jpg,16,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
468,5375.jpg,18,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
469,5376.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
470,5377.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
471,5378.jpg,11,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
472,5379.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
473,5380.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
474,5381.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
475,5382.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
476,5383.jpg,10,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
477,5385.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
478,5386.jpg,14,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
479,5387.jpg,8,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
480,5388.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
481,5390.jpg,14,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
482,5391.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
483,5458.jpg,25,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
484,5459.jpg,72,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
485,5460.jpg,131,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
486,5461.jpg,18,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
487,5463.jpg,11,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
488,5464.jpg,54,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
489,5503.jpg,131,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
490,5504.jpg,122,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
491,5505.jpg,89,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
492,5506.jpg,88,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
493,5507.jpg,262,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
494,5508.jpg,84,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
495,5509.jpg,155,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
496,5510.jpg,121,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
497,5511.jpg,18,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
498,5512.jpg,72,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
499,5513.jpg,89,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
500,5514.jpg,112,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
501,5562.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
502,5563.jpg,189,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
503,5564.jpg,16,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
504,5565.jpg,8,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
505,5566.jpg,33,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
506,5567.jpg,51,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
507,5568.jpg,30,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
508,5571.jpg,20,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
509,5572.jpg,9,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
510,5573.jpg,26,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
511,5574.jpg,90,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
512,5575.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
513,5576.jpg,67,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
514,5577.jpg,51,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
515,5578.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
516,5579.jpg,33,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
517,5580.jpg,42,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
518,5581.jpg,8,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
519,5582.jpg,47,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
520,5583.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
521,5584.jpg,51,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
522,5585.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
523,5587.jpg,16,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
524,5588.jpg,49,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
525,5590.jpg,17,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
526,5591.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
527,5592.jpg,93,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
528,5593.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
529,5594.jpg,15,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
530,5595.jpg,15,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
531,5596.jpg,40,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
532,5597.jpg,128,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
533,5598.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
534,5599.jpg,33,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
535,5600.jpg,149,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
536,5601.jpg,22,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
537,5602.jpg,21,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
538,5791.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
539,5792.jpg,21,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
540,5793.jpg,48,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
541,5794.jpg,13,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
542,5795.jpg,84,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
543,5796.jpg,71,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
544,5797.jpg,58,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
545,5798.jpg,45,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
546,5799.jpg,50,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
547,5800.jpg,12,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
548,5801.jpg,157,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
549,5802.jpg,14,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
550,5803.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
551,5804.jpg,43,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
552,5805.jpg,31,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
553,5806.jpg,46,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
554,5807.jpg,110,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
555,5808.jpg,53,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
556,5809.jpg,26,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
557,5810.jpg,90,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
558,5811.jpg,37,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
559,5812.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
560,5813.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
561,5814.jpg,34,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
562,5815.jpg,146,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
563,5816.jpg,101,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
564,5817.jpg,41,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
565,5818.jpg,56,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
566,5819.jpg,9,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
567,5820.jpg,23,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
568,5821.jpg,96,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
569,5822.jpg,128,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
570,5823.jpg,69,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
571,5824.jpg,24,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
572,5825.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
573,5826.jpg,47,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
574,5827.jpg,56,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
575,5828.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
576,5829.jpg,165,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
577,5830.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
578,5831.jpg,101,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
579,5832.jpg,122,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
580,5833.jpg,92,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
581,5834.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
582,5835.jpg,79,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
583,5836.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
584,5837.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
585,5838.jpg,113,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
586,5839.jpg,45,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
587,5840.jpg,111,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
588,5841.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
589,5842.jpg,52,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
590,5843.jpg,74,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
591,5844.jpg,75,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
592,5845.jpg,57,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
593,5846.jpg,34,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
594,5847.jpg,13,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
595,5848.jpg,21,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
596,5849.jpg,38,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
597,5850.jpg,9,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
598,5851.jpg,43,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
599,5852.jpg,42,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
600,5853.jpg,95,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
601,5854.jpg,25,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
602,5855.jpg,135,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
603,5856.jpg,78,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
604,5915.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
605,5916.jpg,38,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
606,5917.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
607,5918.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
608,5919.jpg,39,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
609,5920.jpg,18,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
610,5921.jpg,30,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
611,5922.jpg,35,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
612,5923.jpg,13,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
613,5924.jpg,16,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
614,5925.jpg,22,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
615,5926.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
616,5927.jpg,11,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
617,5928.jpg,58,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
618,5929.jpg,76,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
619,5930.jpg,14,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
620,5931.jpg,9,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
621,5932.jpg,20,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
622,5933.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
623,5934.jpg,17,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
624,5935.jpg,15,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
625,5936.jpg,18,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
626,5937.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
627,5938.jpg,31,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
628,5939.jpg,8,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
629,5940.jpg,27,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
630,5941.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
631,5942.jpg,10,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
632,5943.jpg,48,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
633,5944.jpg,15,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
634,6.jpg,9,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
635,6042.jpg,12,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
636,6043.jpg,102,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
637,6044.jpg,86,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
638,6045.jpg,42,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
639,6046.jpg,60,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
640,6047.jpg,185,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
641,6048.jpg,103,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
642,6049.jpg,82,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
643,6050.jpg,104,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
644,6051.jpg,84,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
645,6052.jpg,47,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
646,6053.jpg,108,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
647,6054.jpg,112,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
648,6547.jpg,72,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
649,6548.jpg,18,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
650,6549.jpg,16,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
651,6550.jpg,14,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
652,6643.jpg,35,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
653,6644.jpg,500,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
654,6645.jpg,36,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
655,6646.jpg,13,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
656,6647.jpg,199,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
657,6648.jpg,48,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
658,6649.jpg,108,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
659,6650.jpg,20,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
660,6651.jpg,19,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
661,6652.jpg,33,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
662,6653.jpg,309,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
663,6654.jpg,41,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
664,6655.jpg,240,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
665,6656.jpg,100,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
666,6657.jpg,123,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
667,6658.jpg,361,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
668,6659.jpg,9,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
669,6660.jpg,10,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
670,6661.jpg,371,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
671,6710.jpg,121,sticky notes,test,a sticky note,"Square or rectangular objects, typically pastel-colored, with smooth paper surface and adhesive strip."
672,6711.jpg,72,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
673,6715.jpg,36,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
674,6732.jpg,39,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
675,6733.jpg,24,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
676,6735.jpg,73,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
677,6736.jpg,98,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
678,6739.jpg,108,keyboard keys,test,a keyboard key,"Small, square or rectangular objects, usually black or white, with smooth, slightly concave surfaces."
679,6742.jpg,24,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
680,6743.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
681,6756.jpg,35,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
682,6760.jpg,100,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
683,6771.jpg,25,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
684,6785.jpg,45,sunglasses,test,a pair of sunglasses,"Curved objects with dark lenses, thin frame, typically plastic or metal, smooth and glossy surface."
685,6788.jpg,211,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
686,680.jpg,12,stamps,test,a stamp,"Small, rectangular objects, usually paper, with adhesive backing and printed designs or illustrations."
687,6803.jpg,48,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
688,6804.jpg,12,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
689,681.jpg,24,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
690,6810.jpg,40,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
691,6813.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
692,6815.jpg,114,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
693,682.jpg,14,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
694,6822.jpg,175,markers,test,a marker,"Cylindrical objects, often colorful with a plastic body, smooth surface, and felt tip at one end."
695,6823.jpg,23,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
696,6827.jpg,16,sauce bottles,test,a sauce bottle,"Tall, cylindrical or rectangular objects, often plastic or glass, with smooth surface and a sealed cap."
