Unnamed: 0,filename,n_objects,class,split,prompt_notation,description
470,4416.jpg,13,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
471,4417.jpg,63,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
472,4418.jpg,30,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
473,4419.jpg,15,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
474,4421.jpg,8,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
475,4422.jpg,10,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
476,4423.jpg,12,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
477,4492.jpg,12,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
478,4493.jpg,18,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
479,4494.jpg,26,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
480,4495.jpg,10,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
481,4496.jpg,13,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
482,4497.jpg,14,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
483,4498.jpg,12,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
484,4499.jpg,10,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
485,4500.jpg,8,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
486,4501.jpg,18,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
487,4502.jpg,21,skis,test_coco,a ski,"Long, narrow object, typically smooth with a curved tip, often colorful with a slick surface."
488,4874.jpg,68,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
489,4875.jpg,40,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
490,4876.jpg,42,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
491,4877.jpg,44,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
492,4878.jpg,126,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
493,4879.jpg,76,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
494,4880.jpg,32,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
495,4881.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
496,4882.jpg,28,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
497,4883.jpg,15,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
498,4884.jpg,101,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
499,4885.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
500,4886.jpg,37,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
501,4887.jpg,32,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
502,4888.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
503,4889.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
504,4890.jpg,64,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
505,4891.jpg,27,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
506,4892.jpg,50,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
507,4893.jpg,28,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
508,4894.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
509,4895.jpg,8,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
510,4896.jpg,83,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
511,4897.jpg,35,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
512,4898.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
513,4900.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
514,4901.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
515,4903.jpg,18,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
516,4904.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
517,4905.jpg,250,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
518,4906.jpg,78,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
519,4908.jpg,24,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
520,4909.jpg,16,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
521,4910.jpg,14,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
522,4911.jpg,30,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
523,4912.jpg,39,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
524,4913.jpg,10,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
525,4915.jpg,87,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
526,4916.jpg,91,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
527,4917.jpg,37,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
528,4918.jpg,95,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
529,4919.jpg,31,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
530,4920.jpg,20,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
531,4921.jpg,13,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
532,4922.jpg,8,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
533,4923.jpg,31,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
534,4924.jpg,67,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
535,4925.jpg,142,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
536,4926.jpg,40,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
537,4927.jpg,63,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
538,4928.jpg,40,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
539,4929.jpg,36,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
540,4930.jpg,74,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
541,4931.jpg,58,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
542,4932.jpg,56,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
543,4933.jpg,54,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
544,4934.jpg,19,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
545,4935.jpg,9,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
546,4937.jpg,11,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
547,4938.jpg,58,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
548,4939.jpg,20,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
549,4940.jpg,31,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
550,4941.jpg,175,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
551,4942.jpg,56,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
552,4943.jpg,65,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
553,4944.jpg,49,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
554,4945.jpg,41,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
555,4946.jpg,71,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
556,4947.jpg,205,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
557,4948.jpg,18,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
558,4949.jpg,95,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
559,4950.jpg,33,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
560,4951.jpg,166,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
561,4952.jpg,247,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
562,4953.jpg,51,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
563,4954.jpg,29,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
564,4955.jpg,145,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
565,4956.jpg,102,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
566,4957.jpg,93,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
567,4958.jpg,118,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
568,4959.jpg,31,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
569,4960.jpg,29,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
570,4961.jpg,363,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
571,4962.jpg,30,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
572,4963.jpg,218,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
573,4964.jpg,51,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
574,4965.jpg,15,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
575,4966.jpg,46,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
576,4967.jpg,19,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
577,4969.jpg,109,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
578,4970.jpg,44,tree logs,test,a tree log,"Cylindrical objects with rough, textured bark on the outside and smooth, wooden surface inside."
579,5.jpg,113,hot air balloons,test,a hot air balloon,"Round, inflated object with bright colors, often striped, smooth fabric surface, and a basket underneath."
580,5141.jpg,30,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
581,5142.jpg,193,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
582,5143.jpg,63,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
583,5144.jpg,87,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
584,5145.jpg,15,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
585,5147.jpg,46,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
586,5148.jpg,36,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
587,5149.jpg,111,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
588,5356.jpg,16,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
589,5357.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
590,5358.jpg,25,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
591,5359.jpg,33,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
592,5360.jpg,65,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
593,5361.jpg,27,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
594,5362.jpg,18,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
595,5363.jpg,35,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
596,5364.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
597,5365.jpg,9,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
598,5366.jpg,57,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
599,5367.jpg,150,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
600,5368.jpg,153,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
601,5369.jpg,26,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
602,5371.jpg,44,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
603,5372.jpg,31,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
604,5373.jpg,40,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
605,5374.jpg,16,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
606,5375.jpg,18,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
607,5376.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
608,5377.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
609,5378.jpg,11,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
610,5379.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
611,5380.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
612,5381.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
613,5382.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
614,5383.jpg,10,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
615,5385.jpg,9,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
616,5386.jpg,14,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
617,5387.jpg,8,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
618,5388.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
619,5390.jpg,14,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
620,5391.jpg,12,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
621,5458.jpg,25,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
622,5459.jpg,72,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
623,5460.jpg,131,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
624,5461.jpg,18,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
625,5463.jpg,11,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
626,5464.jpg,54,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
627,5503.jpg,131,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
628,5504.jpg,122,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
629,5505.jpg,89,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
630,5506.jpg,88,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
631,5507.jpg,262,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
632,5508.jpg,84,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
633,5509.jpg,155,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
634,5510.jpg,121,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
635,5511.jpg,18,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
636,5512.jpg,72,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
637,5513.jpg,89,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
638,5514.jpg,112,green peas,test,a green pea,"Small, round objects, bright green in color, with a smooth, slightly firm texture."
639,5562.jpg,13,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
640,5563.jpg,189,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
641,5564.jpg,16,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
642,5565.jpg,8,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
643,5566.jpg,33,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
644,5567.jpg,51,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
645,5568.jpg,30,finger foods,test,a piece of finger food,"Small, bite-sized objects, varied shapes and textures, often crispy or soft, typically served on trays."
646,5571.jpg,20,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
647,5572.jpg,9,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
648,5573.jpg,26,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
649,5574.jpg,90,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
650,5575.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
651,5576.jpg,67,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
652,5577.jpg,51,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
653,5578.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
654,5579.jpg,33,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
655,5580.jpg,42,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
656,5581.jpg,8,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
657,5582.jpg,47,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
658,5583.jpg,12,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
659,5584.jpg,51,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
660,5585.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
661,5587.jpg,16,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
662,5588.jpg,49,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
663,5590.jpg,17,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
664,5591.jpg,32,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
665,5592.jpg,93,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
666,5593.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
667,5594.jpg,15,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
668,5595.jpg,15,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
669,5596.jpg,40,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
670,5597.jpg,128,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
671,5598.jpg,23,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
672,5599.jpg,33,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
673,5600.jpg,149,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
674,5601.jpg,22,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
675,5602.jpg,21,marbles,test,a marble,"Small, round objects, smooth and glossy, often transparent or brightly colored with swirling patterns."
676,5791.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
677,5792.jpg,21,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
678,5793.jpg,48,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
679,5794.jpg,13,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
680,5795.jpg,84,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
681,5796.jpg,71,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
682,5797.jpg,58,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
683,5798.jpg,45,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
684,5799.jpg,50,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
685,5800.jpg,12,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
686,5801.jpg,157,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
687,5802.jpg,14,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
688,5803.jpg,35,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
689,5804.jpg,43,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
690,5805.jpg,31,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
691,5806.jpg,46,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
692,5807.jpg,110,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
693,5808.jpg,53,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
694,5809.jpg,26,cashew nuts,test,a cashew nut,"Curved, crescent-shaped objects, typically light beige, with a smooth, slightly oily texture"
695,5810.jpg,90,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
696,5811.jpg,37,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
697,5812.jpg,51,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
698,5813.jpg,12,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
699,5814.jpg,34,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
700,5815.jpg,146,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
701,5816.jpg,101,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
702,5817.jpg,41,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
703,5818.jpg,56,strawberries,test,a strawberry,"Small, heart-shaped objects, bright red with tiny seeds, smooth and slightly bumpy texture."
