,Unnamed: 0.1,Unnamed: 0,filename,n_objects,class,split,threshold,prompt_notation,predicted_counts,generated_description
621,621,621,5458.jpg,25,green peas,test,0.01,a green pea,12,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
622,622,622,5459.jpg,72,green peas,test,0.01,a green pea,37,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
623,623,623,5460.jpg,131,green peas,test,0.01,a green pea,34,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
624,624,624,5461.jpg,18,green peas,test,0.01,a green pea,14,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
625,625,625,5463.jpg,11,green peas,test,0.01,a green pea,5,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
626,626,626,5464.jpg,54,green peas,test,0.01,a green pea,34,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
627,627,627,5503.jpg,131,green peas,test,0.01,a green pea,34,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
628,628,628,5504.jpg,122,green peas,test,0.01,a green pea,33,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
629,629,629,5505.jpg,89,green peas,test,0.01,a green pea,67,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
630,630,630,5506.jpg,88,green peas,test,0.01,a green pea,43,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
631,631,631,5507.jpg,262,green peas,test,0.01,a green pea,99,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
632,632,632,5508.jpg,84,green peas,test,0.01,a green pea,52,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
633,633,633,5509.jpg,155,green peas,test,0.01,a green pea,53,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
634,634,634,5510.jpg,121,green peas,test,0.01,a green pea,73,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
635,635,635,5511.jpg,18,green peas,test,0.01,a green pea,11,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
636,636,636,5512.jpg,72,green peas,test,0.01,a green pea,31,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
637,637,637,5513.jpg,89,green peas,test,0.01,a green pea,39,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
638,638,638,5514.jpg,112,green peas,test,0.01,a green pea,34,"A green pea is a small, round, green vegetable with a slightly curved shape. It has a smooth, glossy surface and a firm texture."
639,639,639,5562.jpg,13,finger foods,test,0.05,a piece of finger food,14,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
640,640,640,5563.jpg,189,finger foods,test,0.05,a piece of finger food,58,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
641,641,641,5564.jpg,16,finger foods,test,0.05,a piece of finger food,4,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
642,642,642,5565.jpg,8,finger foods,test,0.05,a piece of finger food,10,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
643,643,643,5566.jpg,33,finger foods,test,0.05,a piece of finger food,22,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
644,644,644,5567.jpg,51,finger foods,test,0.05,a piece of finger food,60,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
645,645,645,5568.jpg,30,finger foods,test,0.05,a piece of finger food,30,"A piece of finger food is typically small, round, and bite-sized. It can be made from a variety of ingredients such as bread, crackers, cheese, or vegetables."
646,646,646,5571.jpg,20,marbles,test,0.01,a marble,18,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
647,647,647,5572.jpg,9,marbles,test,0.01,a marble,9,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
648,648,648,5573.jpg,26,marbles,test,0.01,a marble,26,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
649,649,649,5574.jpg,90,marbles,test,0.01,a marble,29,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
650,650,650,5575.jpg,12,marbles,test,0.01,a marble,12,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
651,651,651,5576.jpg,67,marbles,test,0.01,a marble,39,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
652,652,652,5577.jpg,51,marbles,test,0.01,a marble,42,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
653,653,653,5578.jpg,32,marbles,test,0.01,a marble,27,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
654,654,654,5579.jpg,33,marbles,test,0.01,a marble,30,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
655,655,655,5580.jpg,42,marbles,test,0.01,a marble,42,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
656,656,656,5581.jpg,8,marbles,test,0.01,a marble,8,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
657,657,657,5582.jpg,47,marbles,test,0.01,a marble,35,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
658,658,658,5583.jpg,12,marbles,test,0.01,a marble,7,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
659,659,659,5584.jpg,51,marbles,test,0.01,a marble,41,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
660,660,660,5585.jpg,32,marbles,test,0.01,a marble,31,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
661,661,661,5587.jpg,16,marbles,test,0.01,a marble,16,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
662,662,662,5588.jpg,49,marbles,test,0.01,a marble,41,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
663,663,663,5590.jpg,17,marbles,test,0.01,a marble,1,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
664,664,664,5591.jpg,32,marbles,test,0.01,a marble,34,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
665,665,665,5592.jpg,93,marbles,test,0.01,a marble,58,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
666,666,666,5593.jpg,23,marbles,test,0.01,a marble,21,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
667,667,667,5594.jpg,15,marbles,test,0.01,a marble,15,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
668,668,668,5595.jpg,15,marbles,test,0.01,a marble,15,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
669,669,669,5596.jpg,40,marbles,test,0.01,a marble,36,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
670,670,670,5597.jpg,128,marbles,test,0.01,a marble,80,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
671,671,671,5598.jpg,23,marbles,test,0.01,a marble,24,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
672,672,672,5599.jpg,33,marbles,test,0.01,a marble,1,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
673,673,673,5600.jpg,149,marbles,test,0.01,a marble,100,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
674,674,674,5601.jpg,22,marbles,test,0.01,a marble,20,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
675,675,675,5602.jpg,21,marbles,test,0.01,a marble,20,"A marble is a natural stone that has a smooth, shiny surface and a unique pattern. It comes in various colors and can be used for decorative purposes or as a building material."
676,676,676,5791.jpg,35,cashew nuts,test,0.03,a cashew nut,37,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
677,677,677,5792.jpg,21,cashew nuts,test,0.03,a cashew nut,25,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
678,678,678,5793.jpg,48,cashew nuts,test,0.03,a cashew nut,42,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
679,679,679,5794.jpg,13,cashew nuts,test,0.03,a cashew nut,14,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
680,680,680,5795.jpg,84,cashew nuts,test,0.03,a cashew nut,93,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
681,681,681,5796.jpg,71,cashew nuts,test,0.03,a cashew nut,68,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
682,682,682,5797.jpg,58,cashew nuts,test,0.03,a cashew nut,66,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
683,683,683,5798.jpg,45,cashew nuts,test,0.03,a cashew nut,41,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
684,684,684,5799.jpg,50,cashew nuts,test,0.03,a cashew nut,61,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
685,685,685,5800.jpg,12,cashew nuts,test,0.03,a cashew nut,12,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
686,686,686,5801.jpg,157,cashew nuts,test,0.03,a cashew nut,170,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
687,687,687,5802.jpg,14,cashew nuts,test,0.03,a cashew nut,13,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
688,688,688,5803.jpg,35,cashew nuts,test,0.03,a cashew nut,37,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
689,689,689,5804.jpg,43,cashew nuts,test,0.03,a cashew nut,43,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
690,690,690,5805.jpg,31,cashew nuts,test,0.03,a cashew nut,38,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
691,691,691,5806.jpg,46,cashew nuts,test,0.03,a cashew nut,38,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
692,692,692,5807.jpg,110,cashew nuts,test,0.03,a cashew nut,103,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
693,693,693,5808.jpg,53,cashew nuts,test,0.03,a cashew nut,58,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
694,694,694,5809.jpg,26,cashew nuts,test,0.03,a cashew nut,20,"A cashew nut is a small, kidney-shaped nut with a slightly curved surface. It is usually light brown in color, but can also be found in shades of tan or even black."
695,695,695,5810.jpg,90,strawberries,test,0.05,a strawberry,47,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
696,696,696,5811.jpg,37,strawberries,test,0.05,a strawberry,38,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
697,697,697,5812.jpg,51,strawberries,test,0.05,a strawberry,44,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
698,698,698,5813.jpg,12,strawberries,test,0.05,a strawberry,2,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
699,699,699,5814.jpg,34,strawberries,test,0.05,a strawberry,38,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
700,700,700,5815.jpg,146,strawberries,test,0.05,a strawberry,149,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
701,701,701,5816.jpg,101,strawberries,test,0.05,a strawberry,60,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
702,702,702,5817.jpg,41,strawberries,test,0.05,a strawberry,39,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
703,703,703,5818.jpg,56,strawberries,test,0.05,a strawberry,43,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
704,704,704,5819.jpg,9,strawberries,test,0.05,a strawberry,6,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
705,705,705,5820.jpg,23,strawberries,test,0.05,a strawberry,18,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
706,706,706,5821.jpg,96,strawberries,test,0.05,a strawberry,89,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
707,707,707,5822.jpg,128,strawberries,test,0.05,a strawberry,109,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
708,708,708,5823.jpg,69,strawberries,test,0.05,a strawberry,50,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
709,709,709,5824.jpg,24,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
710,710,710,5825.jpg,14,strawberries,test,0.05,a strawberry,15,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
711,711,711,5826.jpg,47,strawberries,test,0.05,a strawberry,35,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
712,712,712,5827.jpg,56,strawberries,test,0.05,a strawberry,60,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
713,713,713,5828.jpg,12,strawberries,test,0.05,a strawberry,13,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
714,714,714,5829.jpg,165,strawberries,test,0.05,a strawberry,47,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
715,715,715,5830.jpg,35,strawberries,test,0.05,a strawberry,28,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
716,716,716,5831.jpg,101,strawberries,test,0.05,a strawberry,75,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
717,717,717,5832.jpg,122,strawberries,test,0.05,a strawberry,52,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
718,718,718,5833.jpg,92,strawberries,test,0.05,a strawberry,95,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
719,719,719,5834.jpg,27,strawberries,test,0.05,a strawberry,13,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
720,720,720,5835.jpg,79,strawberries,test,0.05,a strawberry,75,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
721,721,721,5836.jpg,18,strawberries,test,0.05,a strawberry,20,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
722,722,722,5837.jpg,18,strawberries,test,0.05,a strawberry,17,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
723,723,723,5838.jpg,113,strawberries,test,0.05,a strawberry,102,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
724,724,724,5839.jpg,45,strawberries,test,0.05,a strawberry,53,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
725,725,725,5840.jpg,111,strawberries,test,0.05,a strawberry,84,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
726,726,726,5841.jpg,51,strawberries,test,0.05,a strawberry,35,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
727,727,727,5842.jpg,52,strawberries,test,0.05,a strawberry,46,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
728,728,728,5843.jpg,74,strawberries,test,0.05,a strawberry,67,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
729,729,729,5844.jpg,75,strawberries,test,0.05,a strawberry,53,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
730,730,730,5845.jpg,57,strawberries,test,0.05,a strawberry,35,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
731,731,731,5846.jpg,34,strawberries,test,0.05,a strawberry,29,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
732,732,732,5847.jpg,13,strawberries,test,0.05,a strawberry,14,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
733,733,733,5848.jpg,21,strawberries,test,0.05,a strawberry,6,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
734,734,734,5849.jpg,38,strawberries,test,0.05,a strawberry,19,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
735,735,735,5850.jpg,9,strawberries,test,0.05,a strawberry,8,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
736,736,736,5851.jpg,43,strawberries,test,0.05,a strawberry,41,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
737,737,737,5852.jpg,42,strawberries,test,0.05,a strawberry,34,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
738,738,738,5853.jpg,95,strawberries,test,0.05,a strawberry,66,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
739,739,739,5854.jpg,25,strawberries,test,0.05,a strawberry,19,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
740,740,740,5855.jpg,135,strawberries,test,0.05,a strawberry,107,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
741,741,741,5856.jpg,78,strawberries,test,0.05,a strawberry,46,"A strawberry is a small, red, round fruit with a slightly rough surface. It has a bright red color on the outside and a juicy, red interior."
742,742,742,5915.jpg,12,eggs,test,0.05,a egg,12,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
743,743,743,5916.jpg,38,eggs,test,0.05,a egg,35,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
744,744,744,5917.jpg,12,eggs,test,0.05,a egg,10,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
745,745,745,5918.jpg,12,eggs,test,0.05,a egg,12,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
746,746,746,5919.jpg,39,eggs,test,0.05,a egg,35,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
747,747,747,5920.jpg,18,eggs,test,0.05,a egg,15,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
748,748,748,5921.jpg,30,eggs,test,0.05,a egg,30,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
749,749,749,5922.jpg,35,eggs,test,0.05,a egg,31,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
750,750,750,5923.jpg,13,eggs,test,0.05,a egg,19,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
751,751,751,5924.jpg,16,eggs,test,0.05,a egg,10,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
752,752,752,5925.jpg,22,eggs,test,0.05,a egg,20,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
753,753,753,5926.jpg,10,eggs,test,0.05,a egg,9,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
754,754,754,5927.jpg,11,eggs,test,0.05,a egg,11,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
755,755,755,5928.jpg,58,eggs,test,0.05,a egg,44,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
756,756,756,5929.jpg,76,eggs,test,0.05,a egg,63,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
757,757,757,5930.jpg,14,eggs,test,0.05,a egg,11,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
758,758,758,5931.jpg,9,eggs,test,0.05,a egg,11,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
759,759,759,5932.jpg,20,eggs,test,0.05,a egg,20,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
760,760,760,5933.jpg,12,eggs,test,0.05,a egg,12,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
761,761,761,5934.jpg,17,eggs,test,0.05,a egg,13,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
762,762,762,5935.jpg,15,eggs,test,0.05,a egg,16,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
763,763,763,5936.jpg,18,eggs,test,0.05,a egg,18,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
764,764,764,5937.jpg,10,eggs,test,0.05,a egg,10,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
765,765,765,5938.jpg,31,eggs,test,0.05,a egg,29,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
766,766,766,5939.jpg,8,eggs,test,0.05,a egg,8,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
767,767,767,5940.jpg,27,eggs,test,0.05,a egg,26,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
768,768,768,5941.jpg,10,eggs,test,0.05,a egg,10,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
769,769,769,5942.jpg,10,eggs,test,0.05,a egg,9,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
770,770,770,5943.jpg,48,eggs,test,0.05,a egg,35,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
771,771,771,5944.jpg,15,eggs,test,0.05,a egg,14,"An egg is a small, round, and oval-shaped object with a hard, protective shell."
772,772,772,6.jpg,9,hot air balloons,test,0.03,a hot air balloon,8,"A hot air balloon is a large, round, and colorful object that resembles a giant, inflatable balloon."
773,773,773,6042.jpg,12,stamps,test,0.05,a stamp,16,"A stamp is a small piece of paper with a design or image on it, usually featuring a country's coat of arms, a monarch's head, or other national symbols."
774,774,774,6043.jpg,102,keyboard keys,test,0.01,a keyboard key,105,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
775,775,775,6044.jpg,86,keyboard keys,test,0.01,a keyboard key,72,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
776,776,776,6045.jpg,42,keyboard keys,test,0.01,a keyboard key,39,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
777,777,777,6046.jpg,60,keyboard keys,test,0.01,a keyboard key,59,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
778,778,778,6047.jpg,185,keyboard keys,test,0.01,a keyboard key,140,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
779,779,779,6048.jpg,103,keyboard keys,test,0.01,a keyboard key,101,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
780,780,780,6049.jpg,82,keyboard keys,test,0.01,a keyboard key,82,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
781,781,781,6050.jpg,104,keyboard keys,test,0.01,a keyboard key,102,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
782,782,782,6051.jpg,84,keyboard keys,test,0.01,a keyboard key,81,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
783,783,783,6052.jpg,47,keyboard keys,test,0.01,a keyboard key,41,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
784,784,784,6053.jpg,108,keyboard keys,test,0.01,a keyboard key,34,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
785,785,785,6054.jpg,112,keyboard keys,test,0.01,a keyboard key,35,"A keyboard key is a flat, rectangular shape with rounded edges. It is usually white or light-colored, with a black or dark-colored border."
786,786,786,6240.jpg,34,apples,test_coco,0.03,an apple,29,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
787,787,787,6241.jpg,293,apples,test_coco,0.03,an apple,216,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
788,788,788,6242.jpg,73,apples,test_coco,0.03,an apple,79,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
789,789,789,6243.jpg,24,apples,test_coco,0.03,an apple,24,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
790,790,790,6244.jpg,39,apples,test_coco,0.03,an apple,46,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
791,791,791,6245.jpg,12,apples,test_coco,0.03,an apple,10,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
792,792,792,6246.jpg,35,apples,test_coco,0.03,an apple,28,"An apple is a round fruit with a smooth skin. It has a red or green color, depending on the variety. The skin is often slightly rough to the touch, and the fruit is filled with juicy, sweet pulp."
