,Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold,prompt_notation,predicted_counts
393,393,3696.jpg,8,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01,a candy piece,
394,394,3697.jpg,11,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01,a candy piece,
395,395,3698.jpg,111,candy pieces,test,"['candy pieces', 'candy piece', 'sweets', 'small, colorful treats with glossy surfaces']",0.01,a candy piece,
396,396,4.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
397,397,4061.jpg,95,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
398,398,4062.jpg,275,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
399,399,4063.jpg,11,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
400,400,4064.jpg,119,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
401,401,4065.jpg,37,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
402,402,4066.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
403,403,4067.jpg,42,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
404,404,4068.jpg,10,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
405,405,4069.jpg,118,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
406,406,4070.jpg,76,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
407,407,4071.jpg,48,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
408,408,4072.jpg,11,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
409,409,4073.jpg,25,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
410,410,4074.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
411,411,4077.jpg,221,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
412,412,4078.jpg,58,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
413,413,4079.jpg,24,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
414,414,4080.jpg,54,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
415,415,4082.jpg,108,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
416,416,4083.jpg,94,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
417,417,4084.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
418,418,4085.jpg,86,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
419,419,4086.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
420,420,4087.jpg,118,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
421,421,4088.jpg,28,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
422,422,4089.jpg,59,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
423,423,4110.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
424,424,4111.jpg,24,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
425,425,4112.jpg,11,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
426,426,4113.jpg,37,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
427,427,4114.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
428,428,4115.jpg,8,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
429,429,4116.jpg,15,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
430,430,4118.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
431,431,4119.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
432,432,4120.jpg,46,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
433,433,4121.jpg,10,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
434,434,4122.jpg,12,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
435,435,4123.jpg,13,finger foods,test,"['finger foods', 'finger food', 'snack items', 'small food items on a platter']",0.05,a piece of finger food,
436,436,4170.jpg,34,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01,a potato chip,
437,437,4173.jpg,11,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01,a potato chip,
438,438,4174.jpg,36,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01,a potato chip,
439,439,4175.jpg,21,potato chips,test,"['potato chips', 'potato chip', 'crisps', 'thin, crunchy, golden slices']",0.01,a potato chip,
440,440,4283.jpg,65,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
441,441,4284.jpg,91,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
442,442,4285.jpg,115,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
443,443,4286.jpg,333,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
444,444,4287.jpg,27,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
445,445,4288.jpg,118,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
446,446,4289.jpg,43,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
447,447,4290.jpg,25,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
448,448,4291.jpg,323,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
449,449,4292.jpg,11,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
450,450,4294.jpg,221,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
451,451,4295.jpg,110,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
452,452,4296.jpg,32,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
453,453,4297.jpg,108,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
454,454,4298.jpg,44,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
455,455,4300.jpg,83,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
456,456,4301.jpg,44,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
457,457,4302.jpg,131,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
458,458,4303.jpg,191,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
459,459,4304.jpg,15,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
460,460,4305.jpg,77,green peas,test,"['green peas', 'green pea', 'small, round green vegetables', 'tiny spherical seeds with smooth surfaces']",0.01,a green pea,
461,461,4405.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
462,462,4406.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
463,463,4407.jpg,69,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
464,464,4408.jpg,14,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
465,465,4409.jpg,9,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
466,466,4412.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
467,467,4413.jpg,11,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
468,468,4414.jpg,11,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
469,469,4415.jpg,16,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
470,470,4416.jpg,13,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
471,471,4417.jpg,63,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
472,472,4418.jpg,30,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
473,473,4419.jpg,15,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
474,474,4421.jpg,8,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
475,475,4422.jpg,10,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
476,476,4423.jpg,12,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
477,477,4492.jpg,12,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
478,478,4493.jpg,18,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
479,479,4494.jpg,26,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
480,480,4495.jpg,10,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
481,481,4496.jpg,13,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
482,482,4497.jpg,14,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
483,483,4498.jpg,12,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
484,484,4499.jpg,10,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
485,485,4500.jpg,8,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
486,486,4501.jpg,18,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
487,487,4502.jpg,21,skis,test_coco,"['skis', 'ski', 'long, flat objects', 'narrow, curved boards']",0.05,a ski,
488,488,4874.jpg,68,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
489,489,4875.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
490,490,4876.jpg,42,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
491,491,4877.jpg,44,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
492,492,4878.jpg,126,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
493,493,4879.jpg,76,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
494,494,4880.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
495,495,4881.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
496,496,4882.jpg,28,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
497,497,4883.jpg,15,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
498,498,4884.jpg,101,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
499,499,4885.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
500,500,4886.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
501,501,4887.jpg,32,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
502,502,4888.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
503,503,4889.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
504,504,4890.jpg,64,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
505,505,4891.jpg,27,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
506,506,4892.jpg,50,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
507,507,4893.jpg,28,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
508,508,4894.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
509,509,4895.jpg,8,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
510,510,4896.jpg,83,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
511,511,4897.jpg,35,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
512,512,4898.jpg,51,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
513,513,4900.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
514,514,4901.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
515,515,4903.jpg,18,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
516,516,4904.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
517,517,4905.jpg,250,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
518,518,4906.jpg,78,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
519,519,4908.jpg,24,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
520,520,4909.jpg,16,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
521,521,4910.jpg,14,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
522,522,4911.jpg,30,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
523,523,4912.jpg,39,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
524,524,4913.jpg,10,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
525,525,4915.jpg,87,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
526,526,4916.jpg,91,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
527,527,4917.jpg,37,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
528,528,4918.jpg,95,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
529,529,4919.jpg,31,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
530,530,4920.jpg,20,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
531,531,4921.jpg,13,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
532,532,4922.jpg,8,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
533,533,4923.jpg,31,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
534,534,4924.jpg,67,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
535,535,4925.jpg,142,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
536,536,4926.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
537,537,4927.jpg,63,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
538,538,4928.jpg,40,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
539,539,4929.jpg,36,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
540,540,4930.jpg,74,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
541,541,4931.jpg,58,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
542,542,4932.jpg,56,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
543,543,4933.jpg,54,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
544,544,4934.jpg,19,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
545,545,4935.jpg,9,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
546,546,4937.jpg,11,strawberries,test,"['strawberries', 'strawberry', 'berries', 'small, red fruits']",0.05,a strawberry,
547,547,4938.jpg,58,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
548,548,4939.jpg,20,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
549,549,4940.jpg,31,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
550,550,4941.jpg,175,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
551,551,4942.jpg,56,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
552,552,4943.jpg,65,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
553,553,4944.jpg,49,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
554,554,4945.jpg,41,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
555,555,4946.jpg,71,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
556,556,4947.jpg,205,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
557,557,4948.jpg,18,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
558,558,4949.jpg,95,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
559,559,4950.jpg,33,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
560,560,4951.jpg,166,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
561,561,4952.jpg,247,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
562,562,4953.jpg,51,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
563,563,4954.jpg,29,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
564,564,4955.jpg,145,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
565,565,4956.jpg,102,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
566,566,4957.jpg,93,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
567,567,4958.jpg,118,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
568,568,4959.jpg,31,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
569,569,4960.jpg,29,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
570,570,4961.jpg,363,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
571,571,4962.jpg,30,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
572,572,4963.jpg,218,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
573,573,4964.jpg,51,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
574,574,4965.jpg,15,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
575,575,4966.jpg,46,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
576,576,4967.jpg,19,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
577,577,4969.jpg,109,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
578,578,4970.jpg,44,tree logs,test,"['tree logs', 'tree log', 'wood', 'large cylindrical pieces of wood']",0.03,a tree log,
579,579,5.jpg,113,hot air balloons,test,"['hot air balloons', 'hot air balloon', 'large, rounded objects with a basket underneath', 'aerial vessels with colorful fabric envelopes']",0.03,a hot air balloon,
580,580,5141.jpg,30,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
581,581,5142.jpg,193,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
582,582,5143.jpg,63,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
583,583,5144.jpg,87,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
584,584,5145.jpg,15,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
585,585,5147.jpg,46,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
586,586,5148.jpg,36,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
587,587,5149.jpg,111,cashew nuts,test,"['cashew nuts', 'cashew nut', 'kernels', 'beige, curved, crescent-shaped nuts']",0.03,a cashew nut,
588,588,5356.jpg,16,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
589,589,5357.jpg,12,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
590,590,5358.jpg,25,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
591,591,5359.jpg,33,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
592,592,5360.jpg,65,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
593,593,5361.jpg,27,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
594,594,5362.jpg,18,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
595,595,5363.jpg,35,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
596,596,5364.jpg,23,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
597,597,5365.jpg,9,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
598,598,5366.jpg,57,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
599,599,5367.jpg,150,marbles,test,"['marbles', 'marble', 'glass beads', 'small, round objects with smooth, glossy surfaces']",0.01,a marble,
